area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Altoona, PA",1973,136600,-0.7988,-1100,null,null,null,null
"Altoona, PA",1974,137000,0.2928,400,null,null,null,null
"Altoona, PA",1975,136600,-0.292,-400,null,null,null,null
"Altoona, PA",1976,136000,-0.4392,-600,null,null,null,null
"Altoona, PA",1977,137000,0.7353,1000,null,null,null,null
"Altoona, PA",1978,137700,0.5109,700,null,null,null,null
"Altoona, PA",1979,138000,0.2179,300,null,null,null,null
"Altoona, PA",1980,136621,-0.9993,-1379,null,null,null,null
"Altoona, PA",1981,135457,-0.852,-1164,null,null,null,null
"Altoona, PA",1982,135600,0.1056,143,1901,1518,null,null
"Altoona, PA",1983,134397,-0.8872,-1203,1788,1575,null,null
"Altoona, PA",1984,132925,-1.0953,-1472,1728,1587,null,null
"Altoona, PA",1985,132253,-0.5055,-672,1663,1557,null,null
"Altoona, PA",1986,131556,-0.527,-697,1625,1581,null,null
"Altoona, PA",1987,131712,0.1186,156,1658,1612,null,null
"Altoona, PA",1988,131408,-0.2308,-304,1625,1600,null,null
"Altoona, PA",1989,130546,-0.656,-862,1578,1576,null,null
"Altoona, PA",1990,130542,-0.0031,-4,1167,1170,null,null
"Altoona, PA",1991,131160,0.4734,618,1671,1493,null,null
"Altoona, PA",1992,131270,0.0839,110,1596,1506,8,101
"Altoona, PA",1993,131661,0.2979,391,1653,1528,11,356
"Altoona, PA",1994,132124,0.3517,463,1567,1582,0,544
"Altoona, PA",1995,131802,-0.2437,-322,1560,1581,8,-241
"Altoona, PA",1996,131080,-0.5478,-722,1500,1521,30,-647
"Altoona, PA",1997,130931,-0.1137,-149,1461,1590,10,-133
"Altoona, PA",1998,130509,-0.3223,-422,1402,1526,11,-257
"Altoona, PA",1999,129757,-0.5762,-752,1456,1557,19,-485
"Altoona, PA",2000,129144,-0.4724,-613,null,null,null,null
"Altoona, PA",2001,128471,-0.5211,-673,1485,1660,39,-437
"Altoona, PA",2002,127631,-0.6538,-840,1413,1683,34,-645
"Altoona, PA",2003,127353,-0.2178,-278,1483,1603,28,-237
"Altoona, PA",2004,127194,-0.1248,-159,1441,1591,40,-101
"Altoona, PA",2005,126730,-0.3648,-464,1449,1657,34,-340
"Altoona, PA",2006,127002,0.2146,272,1426,1589,38,317
"Altoona, PA",2007,127048,0.0362,46,1449,1552,34,72
"Altoona, PA",2008,127112,0.0504,64,1473,1553,34,-5
"Altoona, PA",2009,127161,0.0385,49,1458,1601,33,297
"Altoona, PA",2010,127089,-0.0566,-72,360,388,10,1
"Altoona, PA",2011,127178,0.07,89,1388,1595,28,255
"Altoona, PA",2012,126991,-0.147,-187,1341,1502,33,-39
"Altoona, PA",2013,126419,-0.4504,-572,1385,1666,33,-377
"Altoona, PA",2014,126019,-0.3164,-400,1353,1526,36,-225
"Altoona, PA",2015,125506,-0.4071,-513,1321,1623,37,-394
"Altoona, PA",2016,124650,-0.682,-856,1287,1673,36,-473
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Amarillo, TX",1970,154907,null,null,null,null,null,null
"Amarillo, TX",1971,158300,2.1903,3393,null,null,null,null
"Amarillo, TX",1972,160500,1.3898,2200,null,null,null,null
"Amarillo, TX",1973,161700,0.7477,1200,null,null,null,null
"Amarillo, TX",1974,163400,1.0513,1700,null,null,null,null
"Amarillo, TX",1975,166000,1.5912,2600,null,null,null,null
"Amarillo, TX",1976,169400,2.0482,3400,null,null,null,null
"Amarillo, TX",1977,173000,2.1251,3600,null,null,null,null
"Amarillo, TX",1978,175700,1.5607,2700,null,null,null,null
"Amarillo, TX",1979,181100,3.0734,5400,null,null,null,null
"Amarillo, TX",1980,184648,1.9591,3548,null,null,null,null
"Amarillo, TX",1981,188598,2.1392,3950,null,null,null,null
"Amarillo, TX",1982,192559,2.1002,3961,3542,1484,null,null
"Amarillo, TX",1983,195720,1.6416,3161,3594,1500,null,null
"Amarillo, TX",1984,198910,1.6299,3190,3613,1522,null,null
"Amarillo, TX",1985,199407,0.2499,497,3646,1520,null,null
"Amarillo, TX",1986,200618,0.6073,1211,3653,1526,null,null
"Amarillo, TX",1987,200360,-0.1286,-258,3631,1570,null,null
"Amarillo, TX",1988,201069,0.3539,709,3535,1633,null,null
"Amarillo, TX",1989,199721,-0.6704,-1348,3454,1660,null,null
"Amarillo, TX",1990,198389,-0.6669,-1332,2585,1244,null,null
"Amarillo, TX",1991,200626,1.1276,2237,3461,1698,null,null
"Amarillo, TX",1992,203371,1.3682,2745,3402,1689,416,48
"Amarillo, TX",1993,207282,1.9231,3911,3434,1831,372,1401
"Amarillo, TX",1994,211306,1.9413,4024,3325,1869,399,1677
"Amarillo, TX",1995,217400,2.884,6094,3439,1900,413,3681
"Amarillo, TX",1996,219808,1.1076,2408,3564,1904,525,-261
"Amarillo, TX",1997,222054,1.0218,2246,3572,1843,572,-838
"Amarillo, TX",1998,223545,0.6715,1491,3564,1998,545,-1193
"Amarillo, TX",1999,226621,1.376,3076,3663,1899,498,-499
"Amarillo, TX",2000,228707,0.9205,2086,null,null,null,null
"Amarillo, TX",2001,230351,0.7188,1644,3596,1959,592,-796
"Amarillo, TX",2002,232326,0.8574,1975,3526,2097,557,113
"Amarillo, TX",2003,235138,1.2104,2812,3722,2125,492,780
"Amarillo, TX",2004,237566,1.0326,2428,3897,2068,475,243
"Amarillo, TX",2005,240380,1.1845,2814,3827,2085,497,587
"Amarillo, TX",2006,242656,0.9468,2276,3813,2045,493,-39
"Amarillo, TX",2007,244608,0.8044,1952,3915,2108,441,-339
"Amarillo, TX",2008,246458,0.7563,1850,3913,2180,440,-358
"Amarillo, TX",2009,249373,1.1828,2915,3946,2115,447,461
"Amarillo, TX",2010,251933,1.0266,2560,936,599,134,305
"Amarillo, TX",2011,256008,1.6175,4075,3785,2153,636,1050
"Amarillo, TX",2012,257784,0.6937,1776,3702,2197,697,-442
"Amarillo, TX",2013,258952,0.4531,1168,3883,2346,768,-1252
"Amarillo, TX",2014,260858,0.736,1906,3953,2315,871,-630
"Amarillo, TX",2015,261613,0.2894,755,3794,2379,901,-1574
"Amarillo, TX",2016,263342,0.6609,1729,3789,2324,882,-627
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Ames, IA",1970,62783,null,null,null,null,null,null
"Ames, IA",1971,63700,1.4606,917,null,null,null,null
"Ames, IA",1972,64600,1.4129,900,null,null,null,null
"Ames, IA",1973,66400,2.7864,1800,null,null,null,null
"Ames, IA",1974,67700,1.9578,1300,null,null,null,null
"Ames, IA",1975,68000,0.4431,300,null,null,null,null
"Ames, IA",1976,69100,1.6176,1100,null,null,null,null
"Ames, IA",1977,69900,1.1577,800,null,null,null,null
"Ames, IA",1978,71300,2.0029,1400,null,null,null,null
"Ames, IA",1979,71400,0.1403,100,null,null,null,null
"Ames, IA",1980,72326,1.2969,926,null,null,null,null
"Ames, IA",1981,72864,0.7439,538,null,null,null,null
"Ames, IA",1982,72292,-0.785,-572,1032,383,null,null
"Ames, IA",1983,73316,1.4165,1024,1043,400,null,null
"Ames, IA",1984,73408,0.1255,92,1057,377,null,null
"Ames, IA",1985,74050,0.8746,642,1037,391,null,null
"Ames, IA",1986,74022,-0.0378,-28,990,422,null,null
"Ames, IA",1987,73312,-0.9592,-710,939,415,null,null
"Ames, IA",1988,73881,0.7761,569,941,412,null,null
"Ames, IA",1989,73711,-0.2301,-170,912,409,null,null
"Ames, IA",1990,74252,0.7339,541,656,304,null,null
"Ames, IA",1991,74497,0.33,245,875,431,null,null
"Ames, IA",1992,75130,0.8497,633,878,419,22,-240
"Ames, IA",1993,76008,1.1686,878,867,437,63,12
"Ames, IA",1994,75899,-0.1434,-109,791,416,77,-932
"Ames, IA",1995,76265,0.4822,366,865,386,162,-644
"Ames, IA",1996,76937,0.8811,672,866,472,145,-256
"Ames, IA",1997,77833,1.1646,896,867,384,96,-82
"Ames, IA",1998,78221,0.4985,388,868,447,68,-532
"Ames, IA",1999,79372,1.4715,1151,875,393,51,-4
"Ames, IA",2000,79981,0.7673,609,null,null,null,null
"Ames, IA",2001,80260,0.3488,279,984,473,525,-1045
"Ames, IA",2002,81885,2.0247,1625,898,438,490,667
"Ames, IA",2003,82068,0.2235,183,953,484,417,-989
"Ames, IA",2004,82754,0.8359,686,900,450,394,-330
"Ames, IA",2005,82884,0.1571,130,881,493,397,-844
"Ames, IA",2006,84739,2.2381,1855,1013,453,408,809
"Ames, IA",2007,86540,2.1253,1801,1014,475,379,845
"Ames, IA",2008,87831,1.4918,1291,1033,534,365,137
"Ames, IA",2009,89285,1.6555,1454,1034,494,367,108
"Ames, IA",2010,89542,0.2878,257,258,86,134,-219
"Ames, IA",2011,90864,1.4764,1322,992,494,652,112
"Ames, IA",2012,91799,1.029,935,904,437,645,-171
"Ames, IA",2013,93569,1.9281,1770,957,477,783,520
"Ames, IA",2014,95366,1.9205,1797,951,536,853,536
"Ames, IA",2015,96346,1.0276,980,880,490,894,-284
"Ames, IA",2016,97090,0.7722,744,886,502,875,-472
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Anchorage, AK",1970,132894,null,null,null,null,null,null
"Anchorage, AK",1971,141900,6.7768,9006,null,null,null,null
"Anchorage, AK",1972,151000,6.413,9100,null,null,null,null
"Anchorage, AK",1973,155700,3.1126,4700,null,null,null,null
"Anchorage, AK",1974,161400,3.6609,5700,null,null,null,null
"Anchorage, AK",1975,175200,8.5502,13800,null,null,null,null
"Anchorage, AK",1976,186100,6.2215,10900,null,null,null,null
"Anchorage, AK",1977,189700,1.9344,3600,null,null,null,null
"Anchorage, AK",1978,194000,2.2667,4300,null,null,null,null
"Anchorage, AK",1979,195000,0.5155,1000,null,null,null,null
"Anchorage, AK",1980,192247,-1.4118,-2753,null,null,null,null
"Anchorage, AK",1981,199831,3.9449,7584,null,null,null,null
"Anchorage, AK",1982,216861,8.5222,17030,4985,692,null,null
"Anchorage, AK",1983,237309,9.4291,20448,5519,739,null,null
"Anchorage, AK",1984,252265,6.3023,14956,5945,811,null,null
"Anchorage, AK",1985,264128,4.7026,11863,6243,847,null,null
"Anchorage, AK",1986,270074,2.2512,5946,6123,879,null,null
"Anchorage, AK",1987,265211,-1.8006,-4863,5720,878,null,null
"Anchorage, AK",1988,263645,-0.5905,-1566,5359,852,null,null
"Anchorage, AK",1989,263958,0.1187,313,5248,855,null,null
"Anchorage, AK",1990,266021,0.7816,2063,4003,652,null,null
"Anchorage, AK",1991,277407,4.2801,11386,5600,1006,null,null
"Anchorage, AK",1992,290307,4.6502,12900,5686,975,483,6471
"Anchorage, AK",1993,296514,2.1381,6207,5549,1129,627,175
"Anchorage, AK",1994,300188,1.2391,3674,5418,1094,500,-1868
"Anchorage, AK",1995,301878,0.563,1690,5312,1167,598,-3530
"Anchorage, AK",1996,302606,0.2412,728,4972,1255,609,-3786
"Anchorage, AK",1997,306480,1.2802,3874,4820,1134,693,-1000
"Anchorage, AK",1998,312895,2.0931,6415,4795,1196,659,1748
"Anchorage, AK",1999,317172,1.3669,4277,4784,1160,625,77
"Anchorage, AK",2000,319605,0.7671,2433,null,null,null,null
"Anchorage, AK",2001,326081,2.0263,6476,4992,1414,700,1464
"Anchorage, AK",2002,332582,1.9937,6501,4959,1594,213,3532
"Anchorage, AK",2003,337730,1.5479,5148,5008,1535,-809,3993
"Anchorage, AK",2004,345245,2.2252,7515,5435,1460,1298,2023
"Anchorage, AK",2005,350903,1.6388,5658,5365,1603,638,1720
"Anchorage, AK",2006,358718,2.2271,7815,5601,1571,1029,2654
"Anchorage, AK",2007,360194,0.4115,1476,5831,1692,538,-3213
"Anchorage, AK",2008,365633,1.51,5439,5857,1726,694,22
"Anchorage, AK",2009,374562,2.4421,8929,5867,1814,602,4051
"Anchorage, AK",2010,380821,1.671,6259,1482,417,356,902
"Anchorage, AK",2011,388228,1.945,7407,6122,2019,831,147
"Anchorage, AK",2012,392318,1.0535,4090,5900,2023,1521,-1315
"Anchorage, AK",2013,397066,1.2102,4748,6044,2140,1262,-230
"Anchorage, AK",2014,398625,0.3926,1559,6172,2146,1264,-3970
"Anchorage, AK",2015,399432,0.2024,807,6147,2327,1418,-4341
"Anchorage, AK",2016,402557,0.7824,3125,6074,2347,1131,-1682
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Ann Arbor, MI",1970,234103,null,null,null,null,null,null
"Ann Arbor, MI",1971,236200,0.8958,2097,null,null,null,null
"Ann Arbor, MI",1972,241500,2.2439,5300,null,null,null,null
"Ann Arbor, MI",1973,246800,2.1946,5300,null,null,null,null
"Ann Arbor, MI",1974,256400,3.8898,9600,null,null,null,null
"Ann Arbor, MI",1975,251000,-2.1061,-5400,null,null,null,null
"Ann Arbor, MI",1976,253900,1.1554,2900,null,null,null,null
"Ann Arbor, MI",1977,257400,1.3785,3500,null,null,null,null
"Ann Arbor, MI",1978,259800,0.9324,2400,null,null,null,null
"Ann Arbor, MI",1979,262900,1.1932,3100,null,null,null,null
"Ann Arbor, MI",1980,264740,0.6999,1840,null,null,null,null
"Ann Arbor, MI",1981,262466,-0.859,-2274,null,null,null,null
"Ann Arbor, MI",1982,260239,-0.8485,-2227,3881,1416,null,null
"Ann Arbor, MI",1983,260212,-0.0104,-27,3829,1451,null,null
"Ann Arbor, MI",1984,260737,0.2018,525,3826,1456,null,null
"Ann Arbor, MI",1985,262568,0.7022,1831,3857,1456,null,null
"Ann Arbor, MI",1986,266087,1.3402,3519,3879,1506,null,null
"Ann Arbor, MI",1987,269717,1.3642,3630,3989,1534,null,null
"Ann Arbor, MI",1988,273346,1.3455,3629,3851,1448,null,null
"Ann Arbor, MI",1989,279329,2.1888,5983,3905,1432,null,null
"Ann Arbor, MI",1990,282937,1.2917,3608,3129,1112,null,null
"Ann Arbor, MI",1991,287126,1.4805,4189,4213,1497,null,null
"Ann Arbor, MI",1992,290323,1.1134,3197,4207,1559,574,-1240
"Ann Arbor, MI",1993,291617,0.4457,1294,4011,1596,629,-2785
"Ann Arbor, MI",1994,293671,0.7043,2054,3965,1665,437,-1767
"Ann Arbor, MI",1995,297926,1.4489,4255,3932,1546,711,99
"Ann Arbor, MI",1996,303133,1.7477,5207,3824,1593,907,877
"Ann Arbor, MI",1997,308398,1.7369,5265,3892,1581,939,781
"Ann Arbor, MI",1998,312601,1.3628,4203,3932,1637,883,390
"Ann Arbor, MI",1999,318270,1.8135,5669,3892,1608,854,260
"Ann Arbor, MI",2000,322895,1.4532,4625,null,null,null,null
"Ann Arbor, MI",2001,328749,1.813,5854,4110,1869,2218,636
"Ann Arbor, MI",2002,332763,1.221,4014,4207,1783,2081,241
"Ann Arbor, MI",2003,336154,1.019,3391,4213,1879,1832,-222
"Ann Arbor, MI",2004,339422,0.9722,3268,4268,1877,1654,-203
"Ann Arbor, MI",2005,342234,0.8285,2812,4239,1842,1708,-534
"Ann Arbor, MI",2006,344018,0.5213,1784,4228,1841,1707,-1694
"Ann Arbor, MI",2007,345310,0.3756,1292,4140,1915,1575,-2039
"Ann Arbor, MI",2008,341595,-1.0758,-3715,4032,1947,1525,-6799
"Ann Arbor, MI",2009,343520,0.5635,1925,4039,1958,1527,-822
"Ann Arbor, MI",2010,344791,0.37,1271,978,547,441,-387
"Ann Arbor, MI",2011,349071,1.2413,4280,3824,2059,1744,79
"Ann Arbor, MI",2012,351299,0.6383,2228,3781,2077,1879,-1363
"Ann Arbor, MI",2013,354573,0.932,3274,3664,2140,1991,-284
"Ann Arbor, MI",2014,358980,1.2429,4407,3750,2150,2171,761
"Ann Arbor, MI",2015,360847,0.5201,1867,3653,2216,2240,-1885
"Ann Arbor, MI",2016,364709,1.0703,3862,3709,2323,2195,309
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Anniston-Oxford-Jacksonville, AL",1970,103092,null,null,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1971,103600,0.4928,508,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1972,103800,0.1931,200,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1973,105000,1.1561,1200,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1974,105900,0.8571,900,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1975,107000,1.0387,1100,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1976,112800,5.4206,5800,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1977,112800,0,0,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1978,116500,3.2801,3700,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1979,116700,0.1717,200,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1980,119761,2.623,3061,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1981,120814,0.8793,1053,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",1982,122109,1.0719,1295,1777,979,null,null
"Anniston-Oxford-Jacksonville, AL",1983,121249,-0.7043,-860,1733,1040,null,null
"Anniston-Oxford-Jacksonville, AL",1984,121739,0.4041,490,1659,1061,null,null
"Anniston-Oxford-Jacksonville, AL",1985,118644,-2.5423,-3095,1645,1020,null,null
"Anniston-Oxford-Jacksonville, AL",1986,117700,-0.7957,-944,1634,1050,null,null
"Anniston-Oxford-Jacksonville, AL",1987,118092,0.3331,392,1649,1059,null,null
"Anniston-Oxford-Jacksonville, AL",1988,117260,-0.7045,-832,1657,1063,null,null
"Anniston-Oxford-Jacksonville, AL",1989,116381,-0.7496,-879,1690,1132,null,null
"Anniston-Oxford-Jacksonville, AL",1990,116032,-0.2999,-349,1301,863,null,null
"Anniston-Oxford-Jacksonville, AL",1991,115247,-0.6765,-785,1766,1093,null,null
"Anniston-Oxford-Jacksonville, AL",1992,115804,0.4833,557,1709,1169,54,-421
"Anniston-Oxford-Jacksonville, AL",1993,116324,0.449,520,1720,1151,21,-371
"Anniston-Oxford-Jacksonville, AL",1994,116161,-0.1401,-163,1680,1212,27,-860
"Anniston-Oxford-Jacksonville, AL",1995,116790,0.5415,629,1563,1163,30,105
"Anniston-Oxford-Jacksonville, AL",1996,116684,-0.0908,-106,1575,1278,37,-407
"Anniston-Oxford-Jacksonville, AL",1997,117254,0.4885,570,1578,1290,49,130
"Anniston-Oxford-Jacksonville, AL",1998,117179,-0.064,-75,1636,1264,44,-504
"Anniston-Oxford-Jacksonville, AL",1999,114910,-1.9364,-2269,1617,1308,51,-895
"Anniston-Oxford-Jacksonville, AL",2000,112249,-2.3157,-2661,null,null,null,null
"Anniston-Oxford-Jacksonville, AL",2001,111266,-0.8757,-983,1561,1388,89,-481
"Anniston-Oxford-Jacksonville, AL",2002,111625,0.3227,359,1492,1321,83,-311
"Anniston-Oxford-Jacksonville, AL",2003,112705,0.9675,1080,1413,1213,61,400
"Anniston-Oxford-Jacksonville, AL",2004,113462,0.6717,757,1521,1313,94,23
"Anniston-Oxford-Jacksonville, AL",2005,114477,0.8946,1015,1514,1345,88,323
"Anniston-Oxford-Jacksonville, AL",2006,115388,0.7958,911,1490,1381,95,251
"Anniston-Oxford-Jacksonville, AL",2007,116211,0.7132,823,1514,1280,79,66
"Anniston-Oxford-Jacksonville, AL",2008,117274,0.9147,1063,1555,1313,76,313
"Anniston-Oxford-Jacksonville, AL",2009,118363,0.9286,1089,1515,1338,77,420
"Anniston-Oxford-Jacksonville, AL",2010,118572,0.1766,209,318,313,6,-124
"Anniston-Oxford-Jacksonville, AL",2011,117736,-0.7051,-836,1384,1326,39,-788
"Anniston-Oxford-Jacksonville, AL",2012,117208,-0.4485,-528,1357,1357,63,-591
"Anniston-Oxford-Jacksonville, AL",2013,116475,-0.6254,-733,1309,1411,26,-647
"Anniston-Oxford-Jacksonville, AL",2014,115837,-0.5478,-638,1317,1392,24,-518
"Anniston-Oxford-Jacksonville, AL",2015,115285,-0.4765,-552,1289,1427,29,-457
"Anniston-Oxford-Jacksonville, AL",2016,114611,-0.5846,-674,1237,1441,27,-462
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Appleton, WI",1970,147002,null,null,null,null,null,null
"Appleton, WI",1971,148300,0.883,1298,null,null,null,null
"Appleton, WI",1972,149300,0.6743,1000,null,null,null,null
"Appleton, WI",1973,149000,-0.2009,-300,null,null,null,null
"Appleton, WI",1974,150500,1.0067,1500,null,null,null,null
"Appleton, WI",1975,153500,1.9934,3000,null,null,null,null
"Appleton, WI",1976,152300,-0.7818,-1200,null,null,null,null
"Appleton, WI",1977,154300,1.3132,2000,null,null,null,null
"Appleton, WI",1978,155600,0.8425,1300,null,null,null,null
"Appleton, WI",1979,156700,0.7069,1100,null,null,null,null
"Appleton, WI",1980,159599,1.85,2899,null,null,null,null
"Appleton, WI",1981,160685,0.6805,1086,null,null,null,null
"Appleton, WI",1982,161454,0.4786,769,2739,1123,null,null
"Appleton, WI",1983,162093,0.3958,639,2739,1116,null,null
"Appleton, WI",1984,163293,0.7403,1200,2735,1119,null,null
"Appleton, WI",1985,164668,0.842,1375,2778,1119,null,null
"Appleton, WI",1986,166459,1.0876,1791,2791,1162,null,null
"Appleton, WI",1987,168530,1.2442,2071,2761,1170,null,null
"Appleton, WI",1988,171443,1.7285,2913,2789,1193,null,null
"Appleton, WI",1989,173276,1.0692,1833,2800,1192,null,null
"Appleton, WI",1990,174801,0.8801,1525,2098,868,null,null
"Appleton, WI",1991,177039,1.2803,2238,2795,1256,null,null
"Appleton, WI",1992,179533,1.4087,2494,2758,1250,84,742
"Appleton, WI",1993,182315,1.5496,2782,2689,1252,86,1145
"Appleton, WI",1994,185813,1.9187,3498,2685,1332,97,1917
"Appleton, WI",1995,188656,1.53,2843,2564,1250,123,1286
"Appleton, WI",1996,191586,1.5531,2930,2524,1306,49,1547
"Appleton, WI",1997,194050,1.2861,2464,2689,1362,107,799
"Appleton, WI",1998,196776,1.4048,2726,2610,1418,53,1353
"Appleton, WI",1999,199495,1.3818,2719,2718,1394,52,1294
"Appleton, WI",2000,201602,1.0562,2107,null,null,null,null
"Appleton, WI",2001,205676,2.0208,4074,2854,1344,260,1258
"Appleton, WI",2002,208747,1.4931,3071,2847,1342,249,1232
"Appleton, WI",2003,211350,1.247,2603,2930,1397,208,656
"Appleton, WI",2004,213592,1.0608,2242,2995,1394,195,287
